2026-02-19T21:18:00.215149+01:00,  soc=32.0,  volt=47.15,  volt_delta=-5.65, volt_rate_per_min=-5.65, volt_status=CRITICAL_EMERGENCY, batt_w=57.0,  batt_mode=discharge,  batt_discharge_w=57.0,  batt_charge_w=0,  load_w=3448.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-19 05:00:02, ev_webhook_count=88, max_discharge_a=1, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=44, volt_penalty_a=15, voltage_protected_limit_a=29, soc_power_w=2082, is_critical_soc=False
2026-02-20T14:34:00.215095+01:00,  soc=90.0,  volt=53.14,  volt_delta=0.34, volt_rate_per_min=0.34, volt_status=NORMAL, batt_w=-178.0,  batt_mode=charge,  batt_discharge_w=0,  batt_charge_w=178.0,  load_w=3118.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3188, is_critical_soc=False
2026-02-20T14:35:00.215511+01:00,  soc=90.0,  volt=53.14,  volt_delta=0.34, volt_rate_per_min=0.34, volt_status=NORMAL, batt_w=-178.0,  batt_mode=charge,  batt_discharge_w=0,  batt_charge_w=178.0,  load_w=3118.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3188, is_critical_soc=False
2026-02-20T14:36:00.215621+01:00,  soc=90.0,  volt=53.02,  volt_delta=0.22, volt_rate_per_min=0.22, volt_status=NORMAL, batt_w=-122.0,  batt_mode=charge,  batt_discharge_w=0,  batt_charge_w=122.0,  load_w=2465.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3181, is_critical_soc=False
2026-02-20T14:37:00.214791+01:00,  soc=90.0,  volt=53.02,  volt_delta=0.22, volt_rate_per_min=0.22, volt_status=NORMAL, batt_w=-122.0,  batt_mode=charge,  batt_discharge_w=0,  batt_charge_w=122.0,  load_w=3023.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3181, is_critical_soc=False
2026-02-20T14:38:00.215392+01:00,  soc=90.0,  volt=52.91,  volt_delta=0.11, volt_rate_per_min=0.11, volt_status=NORMAL, batt_w=-28.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=28.0,  load_w=3023.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3175, is_critical_soc=False
2026-02-20T14:39:00.215703+01:00,  soc=90.0,  volt=52.9,  volt_delta=0.1, volt_rate_per_min=0.1, volt_status=NORMAL, batt_w=-92.0,  batt_mode=charge,  batt_discharge_w=0,  batt_charge_w=92.0,  load_w=3161.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3174, is_critical_soc=False
2026-02-20T14:40:00.214772+01:00,  soc=90.0,  volt=52.9,  volt_delta=0.1, volt_rate_per_min=0.1, volt_status=NORMAL, batt_w=-117.0,  batt_mode=charge,  batt_discharge_w=0,  batt_charge_w=117.0,  load_w=2551.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3174, is_critical_soc=False
2026-02-20T14:41:00.215366+01:00,  soc=90.0,  volt=52.9,  volt_delta=0.1, volt_rate_per_min=0.1, volt_status=NORMAL, batt_w=3.0,  batt_mode=idle,  batt_discharge_w=3.0,  batt_charge_w=0,  load_w=3009.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3174, is_critical_soc=False
2026-02-20T14:42:00.214992+01:00,  soc=90.0,  volt=52.9,  volt_delta=0.1, volt_rate_per_min=0.1, volt_status=NORMAL, batt_w=3.0,  batt_mode=idle,  batt_discharge_w=3.0,  batt_charge_w=0,  load_w=3009.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3174, is_critical_soc=False
2026-02-20T14:43:00.215334+01:00,  soc=90.0,  volt=52.9,  volt_delta=0.1, volt_rate_per_min=0.1, volt_status=NORMAL, batt_w=3.0,  batt_mode=idle,  batt_discharge_w=3.0,  batt_charge_w=0,  load_w=2511.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3174, is_critical_soc=False
2026-02-20T14:44:00.214650+01:00,  soc=90.0,  volt=52.9,  volt_delta=0.1, volt_rate_per_min=0.1, volt_status=NORMAL, batt_w=3.0,  batt_mode=idle,  batt_discharge_w=3.0,  batt_charge_w=0,  load_w=2511.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3174, is_critical_soc=False
2026-02-20T14:45:00.214733+01:00,  soc=90.0,  volt=52.9,  volt_delta=0.1, volt_rate_per_min=0.1, volt_status=NORMAL, batt_w=3.0,  batt_mode=idle,  batt_discharge_w=3.0,  batt_charge_w=0,  load_w=3001.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3174, is_critical_soc=False
2026-02-20T14:46:00.214825+01:00,  soc=90.0,  volt=52.9,  volt_delta=0.1, volt_rate_per_min=0.1, volt_status=NORMAL, batt_w=3.0,  batt_mode=idle,  batt_discharge_w=3.0,  batt_charge_w=0,  load_w=2510.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3174, is_critical_soc=False
2026-02-20T14:47:00.214936+01:00,  soc=90.0,  volt=52.9,  volt_delta=0.1, volt_rate_per_min=0.1, volt_status=NORMAL, batt_w=3.0,  batt_mode=idle,  batt_discharge_w=3.0,  batt_charge_w=0,  load_w=2637.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3174, is_critical_soc=False
2026-02-20T14:48:00.214600+01:00,  soc=90.0,  volt=52.9,  volt_delta=0.1, volt_rate_per_min=0.1, volt_status=NORMAL, batt_w=3.0,  batt_mode=idle,  batt_discharge_w=3.0,  batt_charge_w=0,  load_w=2637.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3174, is_critical_soc=False
2026-02-20T14:49:00.215014+01:00,  soc=90.0,  volt=52.89,  volt_delta=0.09, volt_rate_per_min=0.09, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2637.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3173, is_critical_soc=False
2026-02-20T14:50:00.215060+01:00,  soc=90.0,  volt=52.89,  volt_delta=0.09, volt_rate_per_min=0.09, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2637.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3173, is_critical_soc=False
2026-02-20T14:51:00.216058+01:00,  soc=90.0,  volt=52.89,  volt_delta=0.09, volt_rate_per_min=0.09, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2637.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3173, is_critical_soc=False
2026-02-20T14:52:00.215423+01:00,  soc=90.0,  volt=52.89,  volt_delta=0.09, volt_rate_per_min=0.09, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2668.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3173, is_critical_soc=False
2026-02-20T14:53:00.214635+01:00,  soc=90.0,  volt=52.89,  volt_delta=0.09, volt_rate_per_min=0.09, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2668.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3173, is_critical_soc=False
2026-02-20T14:54:00.214580+01:00,  soc=90.0,  volt=52.89,  volt_delta=0.09, volt_rate_per_min=0.09, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2668.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3173, is_critical_soc=False
2026-02-20T14:55:00.215725+01:00,  soc=90.0,  volt=52.89,  volt_delta=0.09, volt_rate_per_min=0.09, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2692.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3173, is_critical_soc=False
2026-02-20T14:56:00.214700+01:00,  soc=90.0,  volt=52.89,  volt_delta=0.09, volt_rate_per_min=0.09, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2692.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3173, is_critical_soc=False
2026-02-20T14:57:00.214905+01:00,  soc=90.0,  volt=52.89,  volt_delta=0.09, volt_rate_per_min=0.09, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2678.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3173, is_critical_soc=False
2026-02-20T14:58:00.214966+01:00,  soc=90.0,  volt=52.89,  volt_delta=0.09, volt_rate_per_min=0.09, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2574.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3173, is_critical_soc=False
2026-02-20T14:59:00.216390+01:00,  soc=90.0,  volt=52.87,  volt_delta=0.07, volt_rate_per_min=0.07, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2670.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:00:00.215126+01:00,  soc=90.0,  volt=52.87,  volt_delta=0.07, volt_rate_per_min=0.07, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2670.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:01:00.214638+01:00,  soc=90.0,  volt=52.87,  volt_delta=0.07, volt_rate_per_min=0.07, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2581.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:02:00.215845+01:00,  soc=90.0,  volt=52.87,  volt_delta=0.07, volt_rate_per_min=0.07, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2581.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:03:00.215218+01:00,  soc=90.0,  volt=52.87,  volt_delta=0.07, volt_rate_per_min=0.07, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2580.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:04:00.215387+01:00,  soc=90.0,  volt=52.87,  volt_delta=0.07, volt_rate_per_min=0.07, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2580.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:05:00.215975+01:00,  soc=90.0,  volt=52.87,  volt_delta=0.07, volt_rate_per_min=0.07, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2580.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:06:00.215939+01:00,  soc=90.0,  volt=52.87,  volt_delta=0.07, volt_rate_per_min=0.07, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2580.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:07:00.215481+01:00,  soc=90.0,  volt=52.87,  volt_delta=0.07, volt_rate_per_min=0.07, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2652.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:08:00.214877+01:00,  soc=90.0,  volt=52.87,  volt_delta=0.07, volt_rate_per_min=0.07, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2662.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:09:00.215628+01:00,  soc=90.0,  volt=52.86,  volt_delta=0.06, volt_rate_per_min=0.06, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2662.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:10:00.215130+01:00,  soc=90.0,  volt=52.86,  volt_delta=0.06, volt_rate_per_min=0.06, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2662.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:11:00.215399+01:00,  soc=90.0,  volt=52.86,  volt_delta=0.06, volt_rate_per_min=0.06, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2662.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:12:00.214752+01:00,  soc=90.0,  volt=52.86,  volt_delta=0.06, volt_rate_per_min=0.06, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2662.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:13:00.214921+01:00,  soc=90.0,  volt=52.86,  volt_delta=0.06, volt_rate_per_min=0.06, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2598.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:14:00.214921+01:00,  soc=90.0,  volt=52.86,  volt_delta=0.06, volt_rate_per_min=0.06, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2544.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:15:00.215486+01:00,  soc=90.0,  volt=52.86,  volt_delta=0.06, volt_rate_per_min=0.06, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2333.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:16:00.216301+01:00,  soc=90.0,  volt=52.86,  volt_delta=0.06, volt_rate_per_min=0.06, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2390.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:17:00.215055+01:00,  soc=90.0,  volt=52.86,  volt_delta=0.06, volt_rate_per_min=0.06, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2390.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:18:00.215497+01:00,  soc=90.0,  volt=52.86,  volt_delta=0.06, volt_rate_per_min=0.06, volt_status=NORMAL, batt_w=-2.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=2.0,  load_w=2390.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3172, is_critical_soc=False
2026-02-20T15:19:00.215516+01:00,  soc=90.0,  volt=52.85,  volt_delta=0.05, volt_rate_per_min=0.05, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2385.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3171, is_critical_soc=False
2026-02-20T15:20:00.214741+01:00,  soc=90.0,  volt=52.85,  volt_delta=0.05, volt_rate_per_min=0.05, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2385.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3171, is_critical_soc=False
2026-02-20T15:21:00.215326+01:00,  soc=90.0,  volt=52.85,  volt_delta=0.05, volt_rate_per_min=0.05, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2385.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3171, is_critical_soc=False
2026-02-20T15:22:00.215847+01:00,  soc=90.0,  volt=52.85,  volt_delta=0.05, volt_rate_per_min=0.05, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2385.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3171, is_critical_soc=False
2026-02-20T15:23:00.215463+01:00,  soc=90.0,  volt=52.85,  volt_delta=0.05, volt_rate_per_min=0.05, volt_status=NORMAL, batt_w=-1.0,  batt_mode=idle,  batt_discharge_w=0,  batt_charge_w=1.0,  load_w=2385.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-20 06:00:02, ev_webhook_count=92, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3171, is_critical_soc=False
