2026-02-17T20:58:00.283676+01:00,  soc=34.0,  volt=49.63,  volt_delta=-0.13, volt_rate_per_min=-0.13, volt_status=CAUTION, batt_w=61.0,  batt_mode=discharge,  batt_discharge_w=61.0,  batt_charge_w=0,  load_w=2859.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-17 05:00:02, ev_webhook_count=79, max_discharge_a=1, max_charge_a=90, max_grid_charge_a=64, soc_limit_a=47, volt_penalty_a=10, voltage_protected_limit_a=37, soc_power_w=2318, is_critical_soc=False
2026-02-18T15:48:00.283565+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=41.0,  batt_mode=idle,  batt_discharge_w=41.0,  batt_charge_w=0,  load_w=2324.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T15:49:00.283974+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=41.0,  batt_mode=idle,  batt_discharge_w=41.0,  batt_charge_w=0,  load_w=2324.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T15:50:00.283681+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=41.0,  batt_mode=idle,  batt_discharge_w=41.0,  batt_charge_w=0,  load_w=2373.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T15:51:00.284190+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=41.0,  batt_mode=idle,  batt_discharge_w=41.0,  batt_charge_w=0,  load_w=2373.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T15:52:00.285176+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=41.0,  batt_mode=idle,  batt_discharge_w=41.0,  batt_charge_w=0,  load_w=2373.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T15:53:00.285064+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=41.0,  batt_mode=idle,  batt_discharge_w=41.0,  batt_charge_w=0,  load_w=4448.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T15:54:00.283336+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=41.0,  batt_mode=idle,  batt_discharge_w=41.0,  batt_charge_w=0,  load_w=2322.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T15:55:00.283684+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=40.0,  batt_mode=idle,  batt_discharge_w=40.0,  batt_charge_w=0,  load_w=2268.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T15:56:00.284028+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=40.0,  batt_mode=idle,  batt_discharge_w=40.0,  batt_charge_w=0,  load_w=2267.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T15:57:00.284083+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=40.0,  batt_mode=idle,  batt_discharge_w=40.0,  batt_charge_w=0,  load_w=2267.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T15:58:00.283378+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=40.0,  batt_mode=idle,  batt_discharge_w=40.0,  batt_charge_w=0,  load_w=2267.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T15:59:00.283958+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=40.0,  batt_mode=idle,  batt_discharge_w=40.0,  batt_charge_w=0,  load_w=2267.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:00:00.283293+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=40.0,  batt_mode=idle,  batt_discharge_w=40.0,  batt_charge_w=0,  load_w=2267.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:01:00.283565+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=40.0,  batt_mode=idle,  batt_discharge_w=40.0,  batt_charge_w=0,  load_w=2280.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:02:00.284108+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=40.0,  batt_mode=idle,  batt_discharge_w=40.0,  batt_charge_w=0,  load_w=2280.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:03:00.284115+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=40.0,  batt_mode=idle,  batt_discharge_w=40.0,  batt_charge_w=0,  load_w=2218.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:04:00.283343+01:00,  soc=90.0,  volt=52.72,  volt_delta=-0.08, volt_rate_per_min=-0.08, volt_status=NORMAL, batt_w=40.0,  batt_mode=idle,  batt_discharge_w=40.0,  batt_charge_w=0,  load_w=2218.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:05:00.283363+01:00,  soc=90.0,  volt=52.71,  volt_delta=-0.09, volt_rate_per_min=-0.09, volt_status=NORMAL, batt_w=42.0,  batt_mode=idle,  batt_discharge_w=42.0,  batt_charge_w=0,  load_w=2218.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:06:00.283952+01:00,  soc=90.0,  volt=52.71,  volt_delta=-0.09, volt_rate_per_min=-0.09, volt_status=NORMAL, batt_w=42.0,  batt_mode=idle,  batt_discharge_w=42.0,  batt_charge_w=0,  load_w=2215.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:07:00.283530+01:00,  soc=90.0,  volt=52.71,  volt_delta=-0.09, volt_rate_per_min=-0.09, volt_status=NORMAL, batt_w=42.0,  batt_mode=idle,  batt_discharge_w=42.0,  batt_charge_w=0,  load_w=2215.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:08:00.284093+01:00,  soc=90.0,  volt=52.71,  volt_delta=-0.09, volt_rate_per_min=-0.09, volt_status=NORMAL, batt_w=42.0,  batt_mode=idle,  batt_discharge_w=42.0,  batt_charge_w=0,  load_w=2215.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:09:00.283603+01:00,  soc=90.0,  volt=52.71,  volt_delta=-0.09, volt_rate_per_min=-0.09, volt_status=NORMAL, batt_w=42.0,  batt_mode=idle,  batt_discharge_w=42.0,  batt_charge_w=0,  load_w=2215.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:10:00.284285+01:00,  soc=90.0,  volt=52.71,  volt_delta=-0.09, volt_rate_per_min=-0.09, volt_status=NORMAL, batt_w=42.0,  batt_mode=idle,  batt_discharge_w=42.0,  batt_charge_w=0,  load_w=2215.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:11:00.283944+01:00,  soc=90.0,  volt=52.71,  volt_delta=-0.09, volt_rate_per_min=-0.09, volt_status=NORMAL, batt_w=42.0,  batt_mode=idle,  batt_discharge_w=42.0,  batt_charge_w=0,  load_w=2215.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:12:00.284025+01:00,  soc=90.0,  volt=52.71,  volt_delta=-0.09, volt_rate_per_min=-0.09, volt_status=NORMAL, batt_w=42.0,  batt_mode=idle,  batt_discharge_w=42.0,  batt_charge_w=0,  load_w=2180.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:13:00.284464+01:00,  soc=90.0,  volt=52.71,  volt_delta=-0.09, volt_rate_per_min=-0.09, volt_status=NORMAL, batt_w=42.0,  batt_mode=idle,  batt_discharge_w=42.0,  batt_charge_w=0,  load_w=2180.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:14:00.284247+01:00,  soc=90.0,  volt=52.71,  volt_delta=-0.09, volt_rate_per_min=-0.09, volt_status=NORMAL, batt_w=42.0,  batt_mode=idle,  batt_discharge_w=42.0,  batt_charge_w=0,  load_w=2180.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3163, is_critical_soc=False
2026-02-18T16:15:00.284363+01:00,  soc=90.0,  volt=52.7,  volt_delta=-0.1, volt_rate_per_min=-0.1, volt_status=NORMAL, batt_w=46.0,  batt_mode=idle,  batt_discharge_w=46.0,  batt_charge_w=0,  load_w=2180.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3162, is_critical_soc=False
2026-02-18T16:16:00.284916+01:00,  soc=90.0,  volt=52.7,  volt_delta=-0.1, volt_rate_per_min=-0.1, volt_status=NORMAL, batt_w=46.0,  batt_mode=idle,  batt_discharge_w=46.0,  batt_charge_w=0,  load_w=2180.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3162, is_critical_soc=False
2026-02-18T16:17:00.284941+01:00,  soc=90.0,  volt=52.7,  volt_delta=-0.1, volt_rate_per_min=-0.1, volt_status=NORMAL, batt_w=46.0,  batt_mode=idle,  batt_discharge_w=46.0,  batt_charge_w=0,  load_w=2178.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3162, is_critical_soc=False
2026-02-18T16:18:00.283465+01:00,  soc=90.0,  volt=52.7,  volt_delta=-0.1, volt_rate_per_min=-0.1, volt_status=NORMAL, batt_w=46.0,  batt_mode=idle,  batt_discharge_w=46.0,  batt_charge_w=0,  load_w=2178.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3162, is_critical_soc=False
2026-02-18T16:19:00.284357+01:00,  soc=90.0,  volt=52.7,  volt_delta=-0.1, volt_rate_per_min=-0.1, volt_status=NORMAL, batt_w=46.0,  batt_mode=idle,  batt_discharge_w=46.0,  batt_charge_w=0,  load_w=2178.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3162, is_critical_soc=False
2026-02-18T16:20:00.285047+01:00,  soc=90.0,  volt=52.7,  volt_delta=-0.1, volt_rate_per_min=-0.1, volt_status=NORMAL, batt_w=46.0,  batt_mode=idle,  batt_discharge_w=46.0,  batt_charge_w=0,  load_w=2168.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3162, is_critical_soc=False
2026-02-18T16:21:00.283567+01:00,  soc=90.0,  volt=52.7,  volt_delta=-0.1, volt_rate_per_min=-0.1, volt_status=NORMAL, batt_w=46.0,  batt_mode=idle,  batt_discharge_w=46.0,  batt_charge_w=0,  load_w=2168.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3162, is_critical_soc=False
2026-02-18T16:22:00.283642+01:00,  soc=90.0,  volt=52.7,  volt_delta=-0.1, volt_rate_per_min=-0.1, volt_status=NORMAL, batt_w=46.0,  batt_mode=idle,  batt_discharge_w=46.0,  batt_charge_w=0,  load_w=2181.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3162, is_critical_soc=False
2026-02-18T16:23:00.283699+01:00,  soc=90.0,  volt=52.7,  volt_delta=-0.1, volt_rate_per_min=-0.1, volt_status=NORMAL, batt_w=46.0,  batt_mode=idle,  batt_discharge_w=46.0,  batt_charge_w=0,  load_w=2181.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3162, is_critical_soc=False
2026-02-18T16:24:00.283460+01:00,  soc=90.0,  volt=52.7,  volt_delta=-0.1, volt_rate_per_min=-0.1, volt_status=NORMAL, batt_w=46.0,  batt_mode=idle,  batt_discharge_w=46.0,  batt_charge_w=0,  load_w=2181.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3162, is_critical_soc=False
2026-02-18T16:25:00.284287+01:00,  soc=90.0,  volt=52.69,  volt_delta=-0.11, volt_rate_per_min=-0.11, volt_status=NORMAL, batt_w=48.0,  batt_mode=idle,  batt_discharge_w=48.0,  batt_charge_w=0,  load_w=2181.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3161, is_critical_soc=False
2026-02-18T16:26:00.284404+01:00,  soc=90.0,  volt=52.69,  volt_delta=-0.11, volt_rate_per_min=-0.11, volt_status=NORMAL, batt_w=48.0,  batt_mode=idle,  batt_discharge_w=48.0,  batt_charge_w=0,  load_w=2167.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3161, is_critical_soc=False
2026-02-18T16:27:00.283951+01:00,  soc=90.0,  volt=52.69,  volt_delta=-0.11, volt_rate_per_min=-0.11, volt_status=NORMAL, batt_w=48.0,  batt_mode=idle,  batt_discharge_w=48.0,  batt_charge_w=0,  load_w=2167.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3161, is_critical_soc=False
2026-02-18T16:28:00.284009+01:00,  soc=90.0,  volt=52.69,  volt_delta=-0.11, volt_rate_per_min=-0.11, volt_status=NORMAL, batt_w=48.0,  batt_mode=idle,  batt_discharge_w=48.0,  batt_charge_w=0,  load_w=2158.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3161, is_critical_soc=False
2026-02-18T16:29:00.283458+01:00,  soc=90.0,  volt=52.69,  volt_delta=-0.11, volt_rate_per_min=-0.11, volt_status=NORMAL, batt_w=48.0,  batt_mode=idle,  batt_discharge_w=48.0,  batt_charge_w=0,  load_w=2158.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3161, is_critical_soc=False
2026-02-18T16:30:00.284101+01:00,  soc=90.0,  volt=52.69,  volt_delta=-0.11, volt_rate_per_min=-0.11, volt_status=NORMAL, batt_w=48.0,  batt_mode=idle,  batt_discharge_w=48.0,  batt_charge_w=0,  load_w=2158.0, zone=unknown,  grid_charge=on, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3161, is_critical_soc=False
2026-02-18T16:31:00.284109+01:00,  soc=90.0,  volt=52.69,  volt_delta=-0.11, volt_rate_per_min=-0.11, volt_status=NORMAL, batt_w=48.0,  batt_mode=idle,  batt_discharge_w=48.0,  batt_charge_w=0,  load_w=2158.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=0, voltage_protected_limit_a=60, soc_power_w=3161, is_critical_soc=False
2026-02-18T16:32:00.283850+01:00,  soc=89.0,  volt=51.85,  volt_delta=-0.95, volt_rate_per_min=-0.95, volt_status=NORMAL, batt_w=2271.0,  batt_mode=discharge,  batt_discharge_w=2271.0,  batt_charge_w=0,  load_w=2158.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=10, voltage_protected_limit_a=50, soc_power_w=3111, is_critical_soc=False
2026-02-18T16:33:00.284162+01:00,  soc=89.0,  volt=51.75,  volt_delta=-1.05, volt_rate_per_min=-1.05, volt_status=NORMAL, batt_w=2271.0,  batt_mode=discharge,  batt_discharge_w=2271.0,  batt_charge_w=0,  load_w=2217.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=10, voltage_protected_limit_a=50, soc_power_w=3105, is_critical_soc=False
2026-02-18T16:34:00.284099+01:00,  soc=89.0,  volt=51.75,  volt_delta=-1.05, volt_rate_per_min=-1.05, volt_status=NORMAL, batt_w=2271.0,  batt_mode=discharge,  batt_discharge_w=2271.0,  batt_charge_w=0,  load_w=2217.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=10, voltage_protected_limit_a=50, soc_power_w=3105, is_critical_soc=False
2026-02-18T16:35:00.284043+01:00,  soc=88.0,  volt=51.7,  volt_delta=-1.1, volt_rate_per_min=-1.1, volt_status=NORMAL, batt_w=2269.0,  batt_mode=discharge,  batt_discharge_w=2269.0,  batt_charge_w=0,  load_w=2217.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=10, voltage_protected_limit_a=50, soc_power_w=3102, is_critical_soc=False
2026-02-18T16:36:00.284066+01:00,  soc=88.0,  volt=51.7,  volt_delta=-1.1, volt_rate_per_min=-1.1, volt_status=NORMAL, batt_w=2269.0,  batt_mode=discharge,  batt_discharge_w=2269.0,  batt_charge_w=0,  load_w=2217.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=10, voltage_protected_limit_a=50, soc_power_w=3102, is_critical_soc=False
2026-02-18T16:37:00.284342+01:00,  soc=87.0,  volt=51.7,  volt_delta=-1.1, volt_rate_per_min=-1.1, volt_status=NORMAL, batt_w=2269.0,  batt_mode=discharge,  batt_discharge_w=2269.0,  batt_charge_w=0,  load_w=2217.0, zone=unknown,  grid_charge=off, ev_charging_active=off, ev_charge_end=2026-02-18 05:00:02, ev_webhook_count=84, max_discharge_a=60, max_charge_a=0, max_grid_charge_a=64, soc_limit_a=60, volt_penalty_a=10, voltage_protected_limit_a=50, soc_power_w=3102, is_critical_soc=False
